Investor Name,Geography,Check Size,Stages,Investment Thesis,Fake Email
CIRTech Fund VC firm,Hong Kong,N/A,5. Growth 6. Pre-IPO,,cirtechfund@gmail.com
Cyrus Venture Partners VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,cyrusventurepartners@gmail.com
New Dominion Angels Angel network,N/A,N/A,N/A,,info@newdominionangels.com
Future Perfect Venture... VC firm,USA,N/A,3. Early Revenue,,team@futureperfectventure.com
Global Insurance Accel... VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,invest@globalinsuranceaccel.com
CircleUp Growth Partne... VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,invest@circleupgrowthpartne.com
Aspen Vista Capital VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,team@aspenvista.com
Catapult VC firm,N/A,N/A,N/A,,info@catapult.com
New Richmond Ventures VC firm,N/A,N/A,N/A,,contact@newrichmond.com
Arafura Ventures Other,USA,N/A,N/A,,info@arafuraother.com
Rio Grande Valley Ange... Angel network,N/A,N/A,N/A,,info@riograndevalleyange.com
Chaac Ventures VC firm,N/A,N/A,N/A,,team@chaac.com
Qualcomm Ventures Corporate VC,USA Israel +1,N/A,3. Early Revenue,,qualcommcorporatevc@gmail.com
Hina Group VC firm,China,N/A,3. Early Revenue,,invest@hina.com
ANRI VC firm,Japan,N/A,3. Early Revenue,,hello@anri.com
L'Oréal Bold Ventures Corporate VC,France,N/A,3. Early Revenue,,loréalboldcorporatevc@hotmail.com
MMC Ventures VC firm,UK,N/A,3. Early Revenue,We invest in European technology start-ups from Seed & Series A stages,info@mmc.com
Velocity Capital VC firm,Netherlands UK,N/A,4. Scaling 5. Growth,,contact@velocity.com
OneVC VC firm,N/A,N/A,N/A,,hello@onevc.com
Axivate Capital VC firm,Netherlands,N/A,2. Prototype 3. Early Revenue +2,,team@axivate.com
Fung Capital VC firm,N/A,N/A,N/A,,fung@hotmail.com
QuarterMoore Family office,USA,N/A,N/A,,quartermoore@hotmail.com
Phystech VC firm,USA,N/A,N/A,,phystech@hotmail.com
Gotham Ventures VC firm,N/A,N/A,N/A,,team@gotham.com
ValueStreet Equity Par... Family office,USA,N/A,N/A,,team@valuestreetequitypar.com
D4V VC firm,Japan,N/A,N/A,,contact@d4v.com
Northern Ontario Angel... Angel network,N/A,N/A,N/A,,invest@northernontarioangel.com
Skyview Ventures VC firm,USA Canada,N/A,3. Early Revenue,We invest in renewable energy and energy efficiency start-ups across North America. Our investments fall along four...,skyview@gmail.com
DN Capital VC firm,Canada USA +2,$200k to $1.5M,3. Early Revenue 4. Scaling,,team@dn.com
Omron Ventures Corporate VC,Japan,N/A,N/A,,omroncorporatevc@hotmail.com
SpaceFund VC firm,USA,N/A,3. Early Revenue,,info@spacefund.com
Leaps by Bayer Corporate VC,Israel USA +2,N/A,3. Early Revenue,,info@leapsbybayercorporatevc.com
Beijing Cultural Cente... Corporate VC,China,N/A,N/A,,beijingculturalcentecorporatevc@gmail.com
Praktikerinvest Corporate VC,Sweden,N/A,N/A,,invest@praktikerinvestcorporatevc.com
Mail.ru M&A Team VC firm,N/A,N/A,N/A,,info@mailrumateam.com
Hypatia Capital VC firm,N/A,N/A,N/A,,contact@hypatia.com
Source Code Capital Other,N/A,N/A,N/A,,hello@sourcecodeother.com
Ben Franklin Partners Angel network,N/A,N/A,N/A,,invest@benfranklinpartners.com
Ucrowdme VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,team@ucrowdme.com
"1863 Ventures Incubator, Accelerator",N/A,N/A,2. Prototype 3. Early Revenue,,team@1863ubatoraccelerator.com
Loudspring VC firm,N/A,N/A,N/A,,team@loudspring.com
StartupHealth VC firm,Israel USA +1,min. $20k,2. Prototype 3. Early Revenue,,invest@startuphealth.com
Raptor Group VC firm,N/A,N/A,N/A,,contact@raptor.com
Denver Angels VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,invest@denverangels.com
Dimension VC firm,Japan,N/A,N/A,,dimension@gmail.com
"The Ganesha Lab Incubator, Accelerator",Chile Argentina +9,max. $200k,1. Idea or Patent 2. Prototype +2,We invest in early-stage biotech startups from Latin America with the potential and vision to generate global...,theganeshalabubatoraccelerator@hotmail.com
Sequoia Capital VC firm,USA France +4,N/A,3. Early Revenue 4. Scaling,,invest@sequoia.com
BayernLB Capital Partn... Corporate VC,N/A,N/A,N/A,,bayernlbpartncorporatevc@gmail.com
Capricorn Venture Part... VC firm,UK,N/A,N/A,,contact@capricornventurepart.com
Daiwa Corporate Invest... VC firm,Japan,N/A,N/A,,info@daiwacorporateinvest.com
Velocity Creative Acce... VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,velocitycreativeacce@gmail.com
Sprint Ventures VC firm,Australia,min. $50k,N/A,,team@sprint.com
Sanofi Ventures Corporate VC,USA France,N/A,3. Early Revenue,,hello@sanoficorporatevc.com
Atlante Ventures VC firm,N/A,N/A,N/A,,contact@atlante.com
Latitude VC firm,UK,N/A,N/A,,invest@latitude.com
Loeb.nyc Corporate VC,USA,N/A,N/A,,loebnyccorporatevc@hotmail.com
AAF Group VC firm,N/A,N/A,5. Growth 6. Pre-IPO,,aaf@hotmail.com
FPI Innovation Fund VC firm,USA Israel,N/A,3. Early Revenue,,contact@fpiinnovationfund.com
Liquid 2 Ventures Other,USA,N/A,N/A,,contact@liquid2other.com
Possibilian Ventures VC firm,N/A,N/A,N/A,,possibilian@hotmail.com
Icebreaker VC VC firm,Estonia Finland +1,$100k to $1M,1. Idea or Patent 2. Prototype +1,,team@icebreakervc.com
Clearwell Group Family office,USA,N/A,N/A,,contact@clearwell.com
Microdel VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,invest@microdel.com
Hone Capital VC firm,USA,N/A,N/A,,contact@hone.com
ImpactAssets VC firm,N/A,N/A,N/A,,impactassets@hotmail.com
Five Four Ventures Other,N/A,N/A,N/A,,team@fivefourother.com
Anjos do Brasil VC firm,N/A,N/A,N/A,,anjosdobrasil@gmail.com
YJ Capital Corporate VC,Japan,N/A,N/A,,info@yjcorporatevc.com
Michigan Angel Fund Angel network,N/A,N/A,N/A,,michiganangelfund@hotmail.com
CEIIF CreditEase Israe... VC firm,USA Israel,N/A,3. Early Revenue,,team@ceiifcrediteaseisrae.com
Elah Fund VC firm,N/A,N/A,3. Early Revenue 4. Scaling,,hello@elahfund.com
Rochester Angel Networ... Angel network,N/A,N/A,N/A,,invest@rochesterangelnetwor.com
Arc Impact VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,arcimpact@hotmail.com
Evok Innovations VC firm,Israel USA +1,N/A,3. Early Revenue,,hello@evokinnovations.com
Tremendous View Capita... VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,tremendousviewcapita@gmail.com
Agronomics VC firm,UK,N/A,3. Early Revenue,,info@agronomics.com
Acadiana Angels Angel network,N/A,N/A,N/A,,team@acadianaangels.com
Hydra Ventures by Adid... Corporate VC,USA Israel +2,N/A,3. Early Revenue,,contact@hydrabyadidcorporatevc.com
Dunes Point Capital Family office,USA,N/A,N/A,,contact@dunespoint.com
FiBAN Angel network,N/A,N/A,N/A,,hello@fiban.com
Authosis Capital​ VC firm,Hong Kong,N/A,N/A,,authosis@gmail.com
Maki VC VC firm,USA,N/A,3. Early Revenue,,contact@makivc.com
Router Ventures VC firm,N/A,N/A,N/A,,team@router.com
Chinaccelerator VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,hello@chinaccelerator.com
Innogest Capital VC firm,Italy USA,N/A,3. Early Revenue,,innogest@gmail.com
Mousse Partners Family office,USA,N/A,N/A,,contact@moussepartners.com
Matador Ventures VC firm,Israel USA +1,N/A,3. Early Revenue,,matador@gmail.com
PVFO Pritzker Vlock Fa... Family office,USA,N/A,N/A,,hello@pvfopritzkervlockfa.com
ALIVE Acumen Latam Imp... Other,N/A,N/A,N/A,,team@aliveacumenlatamimpother.com
Singulariteam VC firm,N/A,N/A,2. Prototype 3. Early Revenue +1,,invest@singulariteam.com
The TauTona Group VC firm,N/A,N/A,N/A,,thetautona@hotmail.com
Novartis Venture Fund Corporate VC,Israel USA +2,N/A,3. Early Revenue,,info@novartisventurefundcorporatevc.com
Steamboat Ventures Corporate VC,USA,N/A,N/A,,team@steamboatcorporatevc.com
The AI Institute Angel network,USA France,N/A,3. Early Revenue,,theaiinstitute@gmail.com
Fukui Capital and Cons... VC firm,Japan,N/A,N/A,,team@fukuiandcons.com
Nestadio Capital Other,France,min. $200k,3. Early Revenue,,nestadioother@gmail.com
Bronze Investments VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,bronzeinvestments@hotmail.com
Catapult Ventures (US) VC firm,USA Canada,N/A,3. Early Revenue,,info@catapultus.com
Conscious Venture Lab VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,team@consciousventurelab.com
"Neo Incubator, Accelerator",N/A,$600k to $600k,N/A,We invest in solo founders and team. At least one founder on your team must be technical. Our thesis is to invest in...,hello@neoubatoraccelerator.com
RAA Ventures Other,USA,N/A,N/A,,team@raaother.com
Finolab VC firm,Japan,N/A,N/A,,hello@finolab.com
Lamp Post Group Other,USA,N/A,N/A,,contact@lamppostother.com
Intudo Ventures VC firm,Indonesia,N/A,3. Early Revenue,,team@intudo.com
Kensington Capital Ven... Family office,USA,N/A,N/A,,contact@kensingtonven.com
Wasabi Ventures Other,USA,N/A,N/A,,team@wasabiother.com
Innovation Capital VC firm,UK,N/A,N/A,,invest@innovation.com
Greenspring Associates Other,USA,N/A,N/A,,info@greenspringassociatesother.com
Hangar 51 Ventures by ... Corporate VC,UK,N/A,N/A,,contact@hangar51bycorporatevc.com
Next Wave Impact VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,team@nextwaveimpact.com
Yet2Ventures Corporate VC,USA,N/A,N/A,,hello@yet2corporatevc.com
New Crop Capital VC firm,USA,N/A,3. Early Revenue,,newcrop@gmail.com
Moxxie Ventures VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,contact@moxxie.com
Origen Ventures Fund VC firm,Spain,N/A,N/A,,invest@origenfund.com
B Capital Group VC firm,USA Israel +2,N/A,3. Early Revenue,We invest in technologies transforming large industries: Consumer enablement; fintech and insurtech; and healthcare...,info@b.com
Greenfield Partners VC firm,N/A,N/A,5. Growth,,greenfieldpartners@gmail.com
Thomvest Ventures Other,USA,N/A,N/A,,invest@thomvestother.com
Center Electric VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,contact@centerelectric.com
Constellation Technolo... VC firm,N/A,N/A,N/A,,constellationtechnolo@hotmail.com
Industry Ventures Other,USA,N/A,N/A,,info@industryother.com
Yuuwa Capital VC firm,Australia,N/A,N/A,,contact@yuuwa.com
Axel Johnson Corporate VC,USA,N/A,N/A,,contact@axeljohnsoncorporatevc.com
Alibaba Capital Partne... Corporate VC,China,N/A,N/A,,info@alibabapartnecorporatevc.com
Cowboy Ventures Other,N/A,N/A,N/A,,cowboyother@gmail.com
Siemens Technology Acc... Corporate VC,Germany,N/A,N/A,,info@siemenstechnologyacccorporatevc.com
AccelHub Venture Partn... Angel network,N/A,N/A,N/A,,invest@accelhubventurepartn.com
MIG VC firm,Germany,min. $500k,3. Early Revenue,,mig@hotmail.com
SJF Ventures VC firm,N/A,N/A,3. Early Revenue 4. Scaling,,contact@sjf.com
Ariel Southeast Angel ... Angel network,N/A,N/A,N/A,,team@arielsoutheastangel.com
Italian Angels for Gro... Angel network,N/A,N/A,N/A,,hello@italianangelsforgro.com
Nekko Capital VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,nekko@gmail.com
GV Google Ventures Corporate VC,USA France +2,N/A,3. Early Revenue 4. Scaling,,team@gvgooglecorporatevc.com
Keshif Ventures Other,USA,N/A,N/A,,hello@keshifother.com
Asor Capital VC firm,N/A,N/A,2. Prototype 3. Early Revenue +1,,team@asor.com
Bain Capital Ventures Corporate VC,USA Israel +1,N/A,3. Early Revenue,,info@baincorporatevc.com
BlueChilli Venture Fun... Other,Australia,N/A,N/A,,contact@bluechilliventurefunother.com
EcoEnterprises Fund Other,N/A,N/A,N/A,,contact@ecoenterprisesfundother.com
137 Ventures VC firm,N/A,N/A,N/A,,137@gmail.com
Kepha Partners VC firm,N/A,N/A,N/A,,kephapartners@hotmail.com
Edition Capital Other,N/A,N/A,N/A,,editionother@gmail.com
Experienced Capital Other,France,N/A,N/A,,info@experiencedother.com
Cathay Capital Corporate VC,Singapore China +3,min. $5M,3. Early Revenue,,info@cathaycorporatevc.com
Amaranthine VC firm,N/A,N/A,N/A,,hello@amaranthine.com
Revolution Other,USA,N/A,N/A,,contact@revolutionother.com
Rho Capital Partners VC firm,USA Canada,N/A,3. Early Revenue,,rhopartners@gmail.com
STOAF Angel network,Sweden,N/A,2. Prototype,,invest@stoaf.com
Practica Capital VC firm,Lithuania,min. $200k,3. Early Revenue,,contact@practica.com
WowMii Ventures & Acce... Angel network,N/A,N/A,N/A,,info@wowmiiacce.com
BonVenture VC firm,UK,N/A,N/A,,bonventure@hotmail.com
Acre Venture Partners VC firm,USA,N/A,3. Early Revenue,,info@acreventurepartners.com
Beneficial Returns VC firm,N/A,N/A,N/A,,contact@beneficialreturns.com
Tapas Capital VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,invest@tapas.com
Nova Founders Capital Other,Hong Kong,N/A,N/A,,info@novafoundersother.com
XG Ventures Other,USA,N/A,N/A,,info@xgother.com
North-East Venture Other,N/A,N/A,N/A,,team@northeastventureother.com
Conexo Ventures VC firm,UK,N/A,N/A,,contact@conexo.com
Intermountain Healthca... Corporate VC,N/A,N/A,N/A,,intermountainhealthcacorporatevc@hotmail.com
FreshTracks Capital VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,contact@freshtracks.com
Elevator Fund VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,contact@elevatorfund.com
Tyche Asset Management Other,Australia,min. $500k,N/A,,tycheassetmanagementother@gmail.com
Torch Capital VC firm,N/A,N/A,N/A,,team@torch.com
Electronova Capital Other,France,N/A,N/A,,contact@electronovaother.com
Lateral Capital VC firm,N/A,N/A,N/A,,invest@lateral.com
Trinity Ventures VC firm,USA Israel +2,N/A,3. Early Revenue 4. Scaling,,trinity@hotmail.com
Leading Edge Ventures VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,leadingedge@gmail.com
Joy Capital Other,N/A,N/A,N/A,,hello@joyother.com
Weatherford Capital Family office,USA,N/A,N/A,,weatherford@hotmail.com
Crescendo Ventures Other,USA,N/A,N/A,,hello@crescendoother.com
Seeds Capital Other,Singapore,N/A,N/A,,info@seedsother.com
The Kin Group Family office,USA Israel +2,N/A,3. Early Revenue,,thekin@hotmail.com
CRE Venture Capital VC firm,South Africa,N/A,3. Early Revenue,,contact@creventure.com
RedWave Ventures VC firm,USA,N/A,2. Prototype 1. Idea or Patent +4,"We invest in sports, tech, entertainment and consumer good companies.",redwave@hotmail.com
Loyal VC VC firm,USA Israel +1,N/A,2. Prototype,,loyalvc@gmail.com
3D Innotech VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,team@3dinnotech.com
Connectivity Ventures ... VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,connectivity@hotmail.com
Ping An Capital Corporate VC,China,N/A,N/A,,team@pingancorporatevc.com
Source Capital VC firm,N/A,N/A,N/A,,team@source.com
TechFund One VC firm,Netherlands,N/A,2. Prototype 3. Early Revenue,,team@techfundone.com
Corazon Capital VC firm,N/A,N/A,N/A,,team@corazon.com
Quadro Capital Partner... VC firm,N/A,N/A,N/A,,invest@quadropartner.com
Compass Ventures Group VC firm,N/A,N/A,5. Growth 6. Pre-IPO,,info@compass.com
Gordon Brothers Japan Corporate VC,Japan,N/A,N/A,,contact@gordonbrothersjapancorporatevc.com
Georgetown Angel Inves... Angel network,N/A,N/A,N/A,,info@georgetownangelinves.com
Quotidian Ventures Other,USA,N/A,N/A,,quotidianother@gmail.com
Beamonte Investments Family office,Canada Mexico +2,N/A,3. Early Revenue 4. Scaling,,team@beamonteinvestments.com
Blazar Capital Other,N/A,N/A,N/A,,blazarother@hotmail.com
Shunwei Capital VC firm,N/A,N/A,4. Scaling 5. Growth,,invest@shunwei.com
Promus Ventures VC firm,USA Israel +1,N/A,3. Early Revenue,,invest@promus.com
Steel Wolf Ventures VC firm,N/A,N/A,3. Early Revenue 4. Scaling,,info@steelwolf.com
EdVentures by Nahdet M... Corporate VC,Egypt,N/A,N/A,,edbynahdetmcorporatevc@gmail.com
Logo Ventures Corporate VC,Turkey,N/A,N/A,,logocorporatevc@hotmail.com
DNV GL Ventures Corporate VC,USA Israel +1,N/A,3. Early Revenue,,dnvglcorporatevc@hotmail.com
Troy Capital Partners VC firm,N/A,N/A,N/A,,info@troypartners.com
Integral Capital Partn... Other,USA,N/A,N/A,,hello@integralpartnother.com
Go Beyond Angel network,N/A,N/A,N/A,,gobeyond@hotmail.com
NexStar Partners VC firm,N/A,N/A,N/A,,info@nexstarpartners.com
EchoVC Partners VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,contact@echovcpartners.com
Illuminate Ventures VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,illuminate@gmail.com
Joyance Partners VC firm,USA Israel +1,N/A,N/A,,hello@joyancepartners.com
HBCUVC Other,N/A,N/A,N/A,,contact@hbcuvcother.com
Watermark Venture Capi... VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,watermarkventurecapi@gmail.com
Relentless Pursuit Par... VC firm,N/A,N/A,N/A,,info@relentlesspursuitpar.com
Right Click Capital VC firm,Australia,N/A,N/A,,rightclick@gmail.com
.406 Ventures VC firm,USA,N/A,2. Prototype 3. Early Revenue,,406@gmail.com
Tablomonto Ventures VC firm,Netherlands,N/A,N/A,,team@tablomonto.com
Rubicon VC VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,contact@rubiconvc.com
Lyfe Capital Other,USA China,N/A,N/A,,info@lyfeother.com
BlockFounders Capital VC firm,N/A,N/A,2. Prototype 3. Early Revenue +1,,blockfounders@hotmail.com
Vestel Ventures Corporate VC,Turkey,N/A,N/A,"We invest in Internet of things, smart home, smart cities, consumer durables, digital media, health, retail medical...",vestelcorporatevc@hotmail.com
Dentsu Innovation Part... Corporate VC,Japan,N/A,N/A,,info@dentsuinnovationpartcorporatevc.com
Dynamic Loop Capital VC firm,N/A,N/A,2. Prototype 3. Early Revenue +1,,invest@dynamicloop.com
Giza Venture Capital VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,gizaventure@hotmail.com
Donovan Ventures VC firm,N/A,N/A,N/A,,invest@donovan.com
TwinFocus Capital Part... Family office,USA,N/A,N/A,,twinfocuspart@hotmail.com
Shenzhen Co-Win Ventur... VC firm,N/A,N/A,N/A,,shenzhencowinventur@hotmail.com
CKM Capital Partners Other,USA,N/A,N/A,,hello@ckmpartnersother.com
Cross-Border Impact Ve... Other,N/A,N/A,N/A,,info@crossborderimpactveother.com
Covepoint Capital Advi... Family office,USA,N/A,N/A,,covepointadvi@gmail.com
"The Mint Incubator, Accelerator",N/A,$500k to $500k,N/A,We accelerate financial technology that will create a better tomorrow.,hello@themintubatoraccelerator.com
Capital Grand Est Other,France,N/A,N/A,,grandestother@gmail.com
Clal Biotechnology Ind... VC firm,N/A,N/A,5. Growth 6. Pre-IPO,,team@clalbiotechnologyind.com
Cedar Hill Holdings Family office,USA,N/A,N/A,,team@cedarhillholdings.com
Keio Innovation Initia... VC firm,Japan,N/A,N/A,,info@keioinnovationinitia.com
WorldQuant Ventures VC firm,USA,N/A,3. Early Revenue,,invest@worldquant.com
Alpha Edison VC firm,N/A,N/A,3. Early Revenue 4. Scaling,,invest@alphaedison.com
Volvo Group Venture Ca... Corporate VC,USA Israel +2,N/A,3. Early Revenue 4. Scaling,,team@volvoventurecacorporatevc.com
Basinghall Partners VC firm,UK,N/A,N/A,,basinghallpartners@hotmail.com
Mosaik Partners VC firm,N/A,N/A,N/A,,mosaikpartners@hotmail.com
Earth Capital VC firm,N/A,N/A,N/A,,team@earth.com
Access Ventures (US) Other,USA,N/A,N/A,,contact@accessusother.com
Nordic Impact Other,N/A,N/A,N/A,,contact@nordicimpactother.com
5y Capital VC firm,N/A,N/A,4. Scaling 5. Growth,,hello@5y.com
Lean Investments VC firm,N/A,N/A,N/A,,invest@leaninvestments.com
Broadway Angels Angel network,N/A,N/A,2. Prototype 3. Early Revenue,,team@broadwayangels.com
Mithril Capital VC firm,USA Israel +1,N/A,3. Early Revenue,,hello@mithril.com
Effective Investments Corporate VC,N/A,N/A,N/A,,invest@effectiveinvestmentscorporatevc.com
Brain Robotics Capital VC firm,N/A,N/A,N/A,,contact@brainrobotics.com
Broadleaf Corporate VC,Japan,N/A,N/A,,info@broadleafcorporatevc.com
HardGamma Ventures VC firm,N/A,N/A,N/A,,hardgamma@gmail.com
Act One Ventures VC firm,USA,min. $300k,N/A,,contact@actone.com
Bulldog Innovation Gro... Other,USA,N/A,N/A,,team@bulldoginnovationgroother.com
AME Cloud Ventures VC firm,USA Israel +1,N/A,2. Prototype 3. Early Revenue,,team@amecloud.com
Mahindra Partners Corporate VC,India,N/A,N/A,,mahindrapartnerscorporatevc@gmail.com
Mercia Tech VC firm,UK,N/A,3. Early Revenue,,info@merciatech.com
Winton Ventures Corporate VC,UK,N/A,N/A,,info@wintoncorporatevc.com
